song identifier, likelihood_art, likelihood_pop, likelihood_tradition, likely_type, was_art, was_pop, was_tradition, was_type
cache/2015.Lowland Hum.Native Air.My House Is Empty.wav,0.18297258019447327,0.713736891746521,0.10329053550958633,1,1,0,0,2
cache/2016.Lane 8.Rise (Remixed).Sunlight (Jody Wisternoff Remix).wav,0.07038979232311249,0.8963444232940674,0.03326581418514252,1,1,0,0,1
cache/1998.Trans-Siberian Orchestra.The Christmas Attic.The March of the KingsHark! The Herald Angels Sing.wav,0.12954603135585785,0.831176221370697,0.03927775099873543,1,1,0,0,2
cache/2015.Marina and The Diamonds.FROOT.Blue.wav,0.03485625982284546,0.9228450059890747,0.04229871928691864,1,1,0,0,1
cache/2014.Pentatonix.That's Christmas To Me.White Winter Hymnal.wav,0.08825092017650604,0.8607326745986938,0.051016420125961304,1,1,0,0,2
cache/2016.The Dunwells.Light Up The Sky.She Whispers.wav,0.12519395351409912,0.7683043479919434,0.10650172084569931,1,1,0,0,1
cache/2016.2CELLOS(SULIC & HAUSER).Celloverse (Japan Version).Shape of My Heart.wav,0.14562606811523438,0.7999119162559509,0.05446202680468559,1,1,0,0,0
cache/2016.Andrew McMahon in the Wilderness.Andrew McMahon in the Wilderness.See Her On the Weekend.wav,0.09044588357210159,0.867063045501709,0.04249104484915733,1,1,0,0,1
cache/2014.Tunturia.Halls Of Sky.Is It For All Time This Feeling of Joy.wav,0.13518141210079193,0.697418212890625,0.16740034520626068,1,1,0,0,1
cache/2016.Tall Heights.Man of Stone.Somewhere I Believe.wav,0.07930726557970047,0.8228797912597656,0.09781292825937271,1,1,0,0,2
cache/2014.The Fray.Helios.Closer to Me.wav,0.05379317328333855,0.8757191300392151,0.07048769295215607,1,1,0,0,1
cache/2013.Kodaline.In A Perfect World.All Comes Down.wav,0.09650515019893646,0.8780272603034973,0.025467611849308014,1,1,0,0,1
cache/2015.Pentatonix.That's Christmas to Me: Deluxe Tracks - EP.Mary, Did You Know? (feat. The String Mob).wav,0.05687737464904785,0.9085899591445923,0.03453266993165016,1,1,0,0,2
cache/2015.Pen Pals.Gold.Gold.wav,0.03686167299747467,0.9352768063545227,0.02786151133477688,1,1,0,0,2
cache/2005.Flyleaf.Flyleaf.All Around Me.wav,0.24533191323280334,0.5160735249519348,0.23859453201293945,1,1,0,0,1
cache/2016.Lane 8.Rise (Remixed).Ghost feat. Patrick Baker (Bwana Remix).wav,0.07870417833328247,0.8468122482299805,0.07448359578847885,1,1,0,0,1
cache/2015.Royal Blood.Insurgent (Original Motion Picture Soundtrack).Blood Hands.wav,0.08602991700172424,0.8578982353210449,0.05607185885310173,1,1,0,0,0
cache/2014.OK Go.Hungry Ghosts.Another Set Of Issues.wav,0.09725073724985123,0.8117213249206543,0.09102795273065567,1,1,0,0,1
cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Third Eye.wav,0.11641394346952438,0.8369728922843933,0.046613141894340515,1,1,0,0,1
cache/2016.The Vaccines.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Post Break-Up Sex.wav,0.11849399656057358,0.8457397818565369,0.035766199231147766,1,1,0,0,1
cache/2014.Cold War Kids.Hold My Home.Nights & Weekends.wav,0.04595852270722389,0.9176499843597412,0.036391496658325195,1,1,0,0,1
cache/2015.God Is An Astronaut.Helios | Erebus.Pig Powder.wav,0.09023553133010864,0.7747901082038879,0.13497436046600342,1,1,0,0,1
cache/2003.Snow Patrol.Final Straw.Somewhere A Clock Is Ticking.wav,0.1824513077735901,0.7307972311973572,0.08675146847963333,1,1,0,0,1
cache/2006.Snow Patrol.Eyes Open.Headlights On Dark Roads.wav,0.05048820376396179,0.9223915338516235,0.02712024562060833,1,1,0,0,1
cache/2014.Haerts.Haerts.Heart.wav,0.10545311123132706,0.8338223695755005,0.060724493116140366,1,1,0,0,1
cache/2015.Gordon's Tsunami Week.The Farewell Paradox.is.wav,0.07527120411396027,0.8859019875526428,0.03882681950926781,1,1,0,0,1
cache/2014.Foo Fighters.Sonic Highways.The Feast and The Famine.wav,0.114354707300663,0.835080087184906,0.050565220415592194,1,1,0,0,1
cache/2007.Linkin Park.Minutes to Midnight.Shadow of the Day.wav,0.11128976196050644,0.8178672194480896,0.07084301114082336,1,1,0,0,1
cache/2014.Sam Smith.In The Lonely Hour (Deluxe Version).Reminds Me of You.wav,0.03366870433092117,0.9439776539802551,0.02235366776585579,1,1,0,0,1
cache/2015.Vitamin String Quartet.VSQ Performs the Hits of 2014 Vol. 3.Cool Kids (String Quartet Tribute to Echosmith).wav,0.06531842052936554,0.8413264155387878,0.09335517883300781,1,1,0,0,1
cache/2006.Three Days Grace.One-X.Get Out Alive.wav,0.0731101781129837,0.8735830783843994,0.053306713700294495,1,1,0,0,1
cache/1994.The London Symphony Orchestra.The Performs Sting.Wrapped Around Your Finger.wav,0.3112555146217346,0.6225460767745972,0.06619841605424881,1,1,0,0,1
cache/2014.Franz Liszt.MUSC233 Exam 2.Trois études de concert: No. 3, Un sospiro.wav,0.1464107632637024,0.7351210117340088,0.11846824735403061,1,1,0,0,0
cache/2016.Zedd.Evan Duffy.Clarity ft. Foxes (Evan Duffy Piano Cover).wav,0.12206334620714188,0.825181245803833,0.05275539308786392,1,1,0,0,1
cache/2015.Hinkstep.My Forest Queen.Feeling Like A Sunset.wav,0.15376342833042145,0.6762020587921143,0.1700344830751419,1,1,0,0,0
cache/2014.Foo Fighters.Sonic Highways.I Am A River.wav,0.12192606925964355,0.8137029409408569,0.06437097489833832,1,1,0,0,1
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.Prove My Hypotheses.wav,0.1559586226940155,0.7125581502914429,0.13148322701454163,1,1,0,0,1
cache/2005.Nickelback.All the Right Reasons.Far Away.wav,0.1450502723455429,0.6412779688835144,0.2136717289686203,1,1,0,0,1
cache/2016.Miike Snow.iii.For U (feat. Charli XCX).wav,0.04434524476528168,0.9026376008987427,0.05301715433597565,1,1,0,0,1
cache/2015.Imagine Dragons.Smoke + Mirrors (Deluxe Edition).Hopeless Opus.wav,0.07174316793680191,0.8615482449531555,0.06670856475830078,1,1,0,0,1
cache/2004.Carbon Leaf.Indian Summer.One Prairie Outpost.wav,0.10196246951818466,0.8329358696937561,0.06510166823863983,1,1,0,0,1
cache/2012.Binärpilot.Songs For Alan Turing.Pageantry.wav,0.13178621232509613,0.7998024225234985,0.06841134279966354,1,1,0,0,1
cache/2016.Andrew McMahon in the Wilderness.Andrew McMahon in the Wilderness.Black and White Movies.wav,0.13121846318244934,0.8075273036956787,0.061254244297742844,1,1,0,0,1
cache/1996.The Verve Pipe.Villains.Cup of Tea.wav,0.040789488703012466,0.9379149675369263,0.02129555307328701,1,1,0,0,1
cache/2014.Cold War Kids.Hold My Home.Harold Bloom.wav,0.08383786678314209,0.8549659848213196,0.06119614839553833,1,1,0,0,1
cache/2014.Kerretta.Pirohia.His Streets Of Honey, Her Mouth Of Gold.wav,0.14507897198200226,0.7866438031196594,0.06827720999717712,1,1,0,0,0
cache/2014.Bucketheadland.Snow Slug.S 17.wav,0.04983409494161606,0.8832169771194458,0.06694889813661575,1,1,0,0,0
cache/2014.We Were Promised Jetpacks.Unravelling.A Part Of It.wav,0.13929058611392975,0.8170727491378784,0.043636638671159744,1,1,0,0,1
cache/2014.Tarwater.Adrift.Inreturn.wav,0.17748881876468658,0.7468309998512268,0.07568016648292542,1,1,0,0,1
cache/2015.Ester Dean.Pitch Perfect 2.Crazy Youngsters.wav,0.026942996308207512,0.9238247871398926,0.04923219606280327,1,1,0,0,0
cache/2014.Bastille.Vs. (Other People's Heartache,Pt. III).Bite Down (Bastille Vs. Haim) (Crossfaded Version) - Haim.wav,0.06773261725902557,0.9062606692314148,0.02600669674575329,1,1,0,0,1
cache/2016.Tim McGraw.Live Like You Were Dying.Live Like You Were Dying.wav,0.13187222182750702,0.8268039226531982,0.04132387414574623,1,1,0,0,2
cache/2003.Snow Patrol.Final Straw.Wow.wav,0.034783121198415756,0.9002167582511902,0.06500013172626495,1,1,0,0,1
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Wherever You Are.wav,0.15232373774051666,0.7518759965896606,0.0958002358675003,1,1,0,0,1
cache/2014.OK Go.Hungry Ghosts.Lullaby.wav,0.037366464734077454,0.9300788044929504,0.0325547531247139,1,1,0,0,1
cache/2013.Kodaline.In A Perfect World.After The Fall.wav,0.35346657037734985,0.585345983505249,0.06118747591972351,1,1,0,0,1
cache/2005.The Fray.How to Save a Life.All at Once.wav,0.17618320882320404,0.7299203276634216,0.09389644861221313,1,1,0,0,1
cache/2015.Breaking Benjamin.Dark Before Dawn.Dawn.wav,0.19009079039096832,0.7275665402412415,0.08234268426895142,1,1,0,0,1
cache/2010.Tame Impala.Innerspeaker.Lucidity.wav,0.038948722183704376,0.9000697731971741,0.06098150461912155,1,1,0,0,1
cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.12-17-12.wav,0.06051376089453697,0.9073498249053955,0.03213640674948692,1,1,0,0,1
cache/2014.Banda do Mar.Banda do Mar.Solar.wav,0.07100219279527664,0.9047430753707886,0.02425471507012844,1,1,0,0,1
cache/2003.Death Cab For Cutie.Transatlanticism.Expo '86.wav,0.03551773726940155,0.9241925477981567,0.040289707481861115,1,1,0,0,1
cache/2016.Zedd.unknown.Clarity feat. Foxes (Andrew Rayel Remix).wav,0.15530945360660553,0.7935656905174255,0.051124848425388336,1,1,0,0,1
cache/2008.Coldplay.Viva La Vida.Viva La Vida.wav,0.0790916234254837,0.8416239619255066,0.07928440719842911,1,1,0,0,1
cache/2014.Blake Mills.Heigh Ho.Cry To Laugh.wav,0.07611856609582901,0.8654493093490601,0.05843213200569153,1,1,0,0,1
cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.Easy Come, Easy Go.wav,0.05068233236670494,0.9031755924224854,0.0461421012878418,1,1,0,0,1
cache/2014.Mitis.Oasis - EP.Oasis (Instrumental Mix).wav,0.024516401812434196,0.9510003924369812,0.024483205750584602,1,1,0,0,1
cache/2014.Pentatonix.PTX, Vol. III.Problem.wav,0.08965998142957687,0.8662430644035339,0.044096942991018295,1,1,0,0,1
cache/2014.The Decemberists.What a Terrible World, What a Beautiful World.Better Not Wake the Baby.wav,0.07968359440565109,0.8607026934623718,0.05961371958255768,1,1,0,0,1
cache/2011.Girls.Father, Son, Holy Ghost.Honey Bunny.wav,0.0685737356543541,0.8817905783653259,0.049635712057352066,1,1,0,0,1
cache/2014.Beware of Safety.Lotusville.To Be Curious is Dangerous Enough.wav,0.14988018572330475,0.7576825022697449,0.09243728220462799,1,1,0,0,1
cache/2015.Of Monsters And Men.Beneath The Skin.Wolves Without Teeth.wav,0.09849651157855988,0.832135021686554,0.06936844438314438,1,1,0,0,1
cache/2014.The Neighbourhood.#000000 & #Ffffff.To.wav,0.04323643818497658,0.9304433465003967,0.026320192962884903,1,1,0,0,1
cache/2014.Blueneck.Night of the Meek.Blue Christmas.wav,0.13422946631908417,0.748464047908783,0.11730647832155228,1,1,0,0,1
cache/1996.The Verve Pipe.Villains.Villains.wav,0.11440261453390121,0.7168697714805603,0.16872762143611908,1,1,0,0,1
cache/2016.Liss.First.Without Me.wav,0.15510959923267365,0.7897716164588928,0.05511876568198204,1,1,0,0,1
cache/2015.Vitamin String Quartet.The Geek Wedding Collection.Star Wars -The Imperial March (Darth Vader's Theme).wav,0.162713423371315,0.7016322016716003,0.13565436005592346,1,1,0,0,1
cache/2010.Daft Punk.Tron: Legacy (Amazon MP3 Exclusive Version).Tron Legacy (End Titles).wav,0.13902562856674194,0.7976617217063904,0.06331268697977066,1,1,0,0,0
cache/2015.Four Tet.MorningEvening.Morning Side.wav,0.028676103800535202,0.9391716122627258,0.03215225785970688,1,1,0,0,1
cache/2003.Muse.Absolution.Ruled by Secrecy.wav,0.0803569108247757,0.8729723691940308,0.04667070508003235,1,1,0,0,1
cache/2016.Mogwai.Atomic.Little Boy.wav,0.19870883226394653,0.7309568524360657,0.070334292948246,1,1,0,0,1
cache/2010.Linkin Park.A Thousand Suns.Wisdom, Justice, And Love.wav,0.13385415077209473,0.6871877312660217,0.17895811796188354,1,1,0,0,1
cache/2003.Evanescence.Fallen.Going Under.wav,0.07983515411615372,0.8617863655090332,0.05837845802307129,1,1,0,0,1
cache/2003.Linkin Park.Live in Texas Disc 1.P5hng Me A*wy.wav,0.243872731924057,0.6983774900436401,0.05774976685643196,1,1,0,0,1
cache/2015.Florence + The Machine.How Big, How Blue, How Beautiful (Limited Deluxe Edition).Which Witch (Demo).wav,0.09011787176132202,0.8687472343444824,0.041134875267744064,1,1,0,0,1
cache/2014.Banda do Mar.Banda do Mar.Mia.wav,0.07094445824623108,0.8699458241462708,0.05910971760749817,1,1,0,0,1
cache/2015.Will Young.85% Proof (Deluxe Edition).I Don't Need a Lover.wav,0.12563753128051758,0.8034993410110474,0.07086313515901566,1,1,0,0,1
cache/2007.Enrique Iglesias.Insomniac.Somebody's Me.wav,0.15671807527542114,0.7321105003356934,0.11117139458656311,1,1,0,0,2
cache/2015.MOGWAI.Central Belters.The Lord Is Out of Control.wav,0.03631226718425751,0.9422077536582947,0.02147996798157692,1,1,0,0,1
cache/2014.The Who.Who's Next (Deluxe Edition).The Song Is Over.wav,0.03722634166479111,0.9255528450012207,0.03722080588340759,1,1,0,0,1
cache/2015.MOGWAI.Central Belters.Two Rights Make One Wrong.wav,0.16489256918430328,0.7750908732414246,0.06001657992601395,1,1,0,0,1
cache/2008.Rihanna.Disturbia.Disturbia.wav,0.10536891967058182,0.8441007733345032,0.05053030326962471,1,1,0,0,1
cache/2014.Blake Mills.Heigh Ho.Don't Tell Our Friends About Me.wav,0.07109217345714569,0.8895098567008972,0.03939796984195709,1,1,0,0,1
cache/2014.The World is a Beautiful Place & I am No Longer Afraid to Die.Between Bodies.Blank #8  Precipice.wav,0.045058492571115494,0.8748088479042053,0.08013267070055008,1,1,0,0,1
cache/2014.Linfield College Concert Choir.Christmas at Linfield.Baby, It's Cold Outside.wav,0.041878487914800644,0.9338780045509338,0.024243513122200966,1,1,0,0,2
cache/2016.ΔUGUST.NOON  187.SWORD.wav,0.08407134562730789,0.8356870412826538,0.08024158328771591,1,1,0,0,1
cache/2014.Tarwater.Adrift.Coconut Signal.wav,0.09797871857881546,0.8641762733459473,0.037844978272914886,1,1,0,0,1
cache/2015.Brian Tyler.Avengers: Age of Ultron.The Last One.wav,0.06466368585824966,0.8993980884552002,0.03593822568655014,1,1,0,0,0
cache/2016.Nelly.Suit.Over and Over.wav,0.05928683280944824,0.9133511185646057,0.027362043038010597,1,1,0,0,1
cache/2003.Snow Patrol.Final Straw.How To Be Dead.wav,0.06546268612146378,0.8939046859741211,0.04063264653086662,1,1,0,0,1
cache/2015.Pen Pals.Gold.Open Door.wav,0.11445454508066177,0.7192714810371399,0.16627399623394012,1,1,0,0,2
cache/2014.Bucketheadland.Snow Slug.SL 52.wav,0.023245375603437424,0.9474873542785645,0.02926724962890148,1,1,0,0,0
cache/2016.Sleeping At Last.Atlas: Senses.Smell.wav,0.1425950974225998,0.7809390425682068,0.07646586000919342,1,1,0,0,1
cache/2000.Coldplay.Parachutes.Don't Panic.wav,0.09034407883882523,0.8851673007011414,0.024488605558872223,1,1,0,0,1
cache/2007.Binärpilot.Robot Wars.Smile (Make Your Body Move).wav,0.13410718739032745,0.7954959273338318,0.07039689272642136,1,1,0,0,1
cache/2009.Skillet.Awake (Deluxe).Hero.wav,0.20580986142158508,0.6345918774604797,0.159598246216774,1,1,0,0,1
cache/2015.Will Young.85% Proof (Deluxe Edition).U Think I'm Sexy.wav,0.019604254513978958,0.9596143960952759,0.020781338214874268,1,1,0,0,1
cache/2014.The Life And Times.Lost Bees.Maserati.wav,0.05684555321931839,0.888960599899292,0.05419385805726051,1,1,0,0,1
cache/2016.Blue October.Home.The Lucky One.wav,0.10481396317481995,0.6791933178901672,0.2159927487373352,1,1,0,0,1
cache/2015.MOGWAI.Central Belters.My Father My King.wav,0.06535492837429047,0.8657461404800415,0.06889890134334564,1,1,0,0,1
cache/2014.Kerretta.Pirohia.The Last Rivers.wav,0.07391326874494553,0.8674817085266113,0.05860501900315285,1,1,0,0,0
cache/2000.Death Cab for Cutie.We Have The Facts And We're Voting Yes.Company Calls (Epilogue).wav,0.13456906378269196,0.8243016004562378,0.04112933203577995,1,1,0,0,1
cache/2016.2CELLOS(SULIC & HAUSER).Celloverse (Japan Version).They Don't Care About Us.wav,0.02889470010995865,0.9216468334197998,0.049458492547273636,1,1,0,0,0
cache/2016.Jack Garratt.NOON  178.Fire.wav,0.10579246282577515,0.6861997246742249,0.2080077975988388,1,1,0,0,1
cache/1992.Jimmy Buffett.Boats, Beaches, Bars & Ballads Disc 1.Take It Back.wav,0.0889887660741806,0.8482466340065002,0.06276462227106094,1,1,0,0,1
cache/2014.Rise Against.The Black Market.Sudden Life.wav,0.08359448611736298,0.861612856388092,0.05479263886809349,1,1,0,0,1
cache/2016.HUMANS.NOON  183.Water Water.wav,0.12317162752151489,0.7818484902381897,0.09497985243797302,1,1,0,0,1
cache/1999.Death Cab For Cutie.Something About Airplanes.Pictures In An Exhibition.wav,0.10544770210981369,0.7797863483428955,0.11476591974496841,1,1,0,0,1
cache/2015.Joseph Trapanese.Insurgent (Original Motion Picture Soundtrack).Convergence (Score Suite From "Insurgent").wav,0.06598842144012451,0.8534389734268188,0.08057262748479843,1,1,0,0,0
cache/2014.The Life And Times.Lost Bees.We Are.wav,0.08146638423204422,0.8597910404205322,0.05874256417155266,1,1,0,0,1
cache/2015.Lowland Hum.Native Air.White Stone.wav,0.16256758570671082,0.7561670541763306,0.08126534521579742,1,1,0,0,2
cache/2016.Digitalism.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Digitalism in Cairo.wav,0.12871703505516052,0.7933506369590759,0.07793232053518295,1,1,0,0,1
cache/2015.Pen Pals.Gold.Mary & Martha.wav,0.11630284041166306,0.8305490016937256,0.05314813554286957,1,1,0,0,2
cache/2014.Blake Mills.Heigh Ho.Shed Your Head.wav,0.1288347691297531,0.7957315444946289,0.0754336565732956,1,1,0,0,1
cache/2016.Ruth Koleva.R U T H.Falling Back.wav,0.041368041187524796,0.9137381911277771,0.04489374905824661,1,1,0,0,1
cache/2009.Train.Save Me, San Francisco.Save Me, San Francisco.wav,0.11126912385225296,0.8439715504646301,0.04475931078195572,1,1,0,0,1
cache/2004.Bob Acri.Bob Acri.Sleep Away.wav,0.14148162305355072,0.7686075568199158,0.08991082012653351,1,1,0,0,0
cache/2014.Banda do Mar.Banda do Mar.Mais Ninguém.wav,0.11364805698394775,0.8375553488731384,0.04879661276936531,1,1,0,0,1
cache/2016.Johnny Stimson.NOON  178.You Can't Save Me.wav,0.12900926172733307,0.7956506013870239,0.07534012943506241,1,1,0,0,1
cache/2013.Imagine Dragons.unknown.Radioactive (vs. Marina and the Diamonds).wav,0.03289264068007469,0.9204298257827759,0.04667750746011734,1,1,0,0,1
cache/2014.Pomplamoose.Season 2.Keep It Together.wav,0.1962495744228363,0.7111097574234009,0.09264065325260162,1,1,0,0,1
cache/2003.Coldplay.Live 2003.Clocks.wav,0.026504648849368095,0.924845814704895,0.04864953085780144,1,1,0,0,1
cache/2005.The Fray.How to Save a Life.How to Save a Life.wav,0.08259865641593933,0.8268734812736511,0.09052788466215134,1,1,0,0,1
cache/2015.Logan Mays.I Still Remember.Waiting for Angels.wav,0.2516286075115204,0.705411434173584,0.042959921061992645,1,1,0,0,2
cache/2006.Snow Patrol.Eyes Open.You're All I Have.wav,0.10640924423933029,0.8095023036003113,0.08408846706151962,1,1,0,0,1
cache/2014.Rise Against.The Black Market.Methadone.wav,0.1858077496290207,0.7322142124176025,0.08197806030511856,1,1,0,0,1
cache/2014.Pomplamoose.Season 2.Fight Back.wav,0.20046351850032806,0.7048310041427612,0.09470546245574951,1,1,0,0,1
cache/2014.Tarwater.Adrift.Log of the Sloop.wav,0.14513222873210907,0.8056020736694336,0.04926568642258644,1,1,0,0,1
cache/2014.Fences.Lesser Oceans.Arrows (feat. Macklemore & Ryan Lewis).wav,0.14039742946624756,0.7851614952087402,0.074441097676754,1,1,0,0,1
cache/2016.DUTCH.NOON  184.NO MEASURE.wav,0.032335344702005386,0.9380375742912292,0.02962707169353962,1,1,0,0,1
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).They're Back.wav,0.1606340855360031,0.7300223708152771,0.1093435063958168,1,1,0,0,0
cache/2014.The Fray.Helios.Break Your Plans.wav,0.176346555352211,0.770062267780304,0.05359116196632385,1,1,0,0,1
cache/2015.The Lighthouse and the Whaler.Brothers Sampler.Venice (Acoustic).wav,0.04426228627562523,0.9197745323181152,0.03596317395567894,1,1,0,0,1
cache/2014.The Sunshine Underground.Start.Start (Radio Edit).wav,0.05547941476106644,0.8707903027534485,0.07373029738664627,1,1,0,0,1
cache/2016.John Mayer.Any Given Thursday (2).Why Georgia.wav,0.15958331525325775,0.7605718970298767,0.07984480261802673,1,1,0,0,1
cache/2015.Snoop Dogg, Anna Kendrick.Pitch Perfect 2.Winter Wonderland  Here Comes Santa Claus.wav,0.1383148729801178,0.8069255948066711,0.05475950986146927,1,1,0,0,2
cache/2014.Banda do Mar.Banda do Mar.Seja Como For.wav,0.06033528968691826,0.8306974768638611,0.10896722227334976,1,1,0,0,1
cache/2015.Mumford & Sons.Wilder Mind (Deluxe Version).Ditmas.wav,0.2111501544713974,0.6844897270202637,0.10436012595891953,1,1,0,0,1
cache/2015.Pentatonix.PTX.Run to You.wav,0.04148972034454346,0.9186559915542603,0.03985428810119629,1,1,0,0,1
cache/2016.Tall Heights.Man of Stone.Man of Stone.wav,0.15220366418361664,0.7056684494018555,0.1421278864145279,1,1,0,0,2
cache/1998.Snow Patrol.Songs For Polarbears.Starfighter Pilot.wav,0.05493824928998947,0.8871022462844849,0.057959504425525665,1,1,0,0,1
cache/2012.Imagine Dragons.Continued Silence EP.Demons.wav,0.17687103152275085,0.7012792229652405,0.12184973061084747,1,1,0,0,1
cache/2014.The Who.Who's Next (Deluxe Edition).Behind Blue Eyes (Live).wav,0.2283225953578949,0.7123395800590515,0.05933782830834389,1,1,0,0,1
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).District 12 Ruins.wav,0.17220844328403473,0.7198233604431152,0.10796821862459183,1,1,0,0,0
cache/2001.Daft Punk.Discovery.Aerodynamic.wav,0.04068799689412117,0.9179494976997375,0.04136248305439949,1,1,0,0,1
cache/2016.The New Seekers.We'd Like To Teach The World To Sing.I'd Like to Teach the World to Sing (In Perfect Harmony).wav,0.09203605353832245,0.7905782461166382,0.11738571524620056,1,1,0,0,1
cache/2015.Simian Ghost.Angus & Julia Stone: The Remixes.Heart Beats Slow.wav,0.03382886201143265,0.908822774887085,0.057348351925611496,1,1,0,0,1
cache/2016.2CELLOS(SULIC & HAUSER).Celloverse (Japan Version).Street Spirit (Fade Out).wav,0.07772062718868256,0.8055292963981628,0.11675006151199341,1,1,0,0,0
cache/2014.Damien Rice.My Favourite Faded Fantasy.The Box.wav,0.19103221595287323,0.745620608329773,0.06334714591503143,1,1,0,0,1
cache/2012.Tyler Stenson.Some Days I'm a Lion.True Royal Blue.wav,0.0689297765493393,0.8539817929267883,0.07708843797445297,1,1,0,0,1
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).The Mockingjay.wav,0.13253822922706604,0.7899174094200134,0.07754433900117874,1,1,0,0,0
cache/2009.Super Mash Bros..All About The Scrilions.NPH FTW.wav,0.0847693458199501,0.8481547832489014,0.06707586348056793,1,1,0,0,1
cache/2016.2CELLOS(SULIC & HAUSER).Celloverse (Japan Version).Time.wav,0.07292979210615158,0.8983252048492432,0.028744980692863464,1,1,0,0,0
cache/2007.Binärpilot.Robot Wars.On The Run.wav,0.09185995161533356,0.7566090822219849,0.15153096616268158,1,1,0,0,1
cache/2015.Tyler Stenson.Say No More.That Moon.wav,0.0728502869606018,0.8610386848449707,0.06611102819442749,1,1,0,0,2
cache/2015.Will Young.85% Proof (Deluxe Edition).Gold.wav,0.07104648649692535,0.8774738907814026,0.05147959664463997,1,1,0,0,1
cache/2009.Skillet.Awake (Deluxe).It's Not Me It's You.wav,0.12385803461074829,0.8189345002174377,0.057207487523555756,1,1,0,0,1
cache/2016.Dirty Projectors.Grey's Intro to Music Mixtape (Made With Love) [Vol.1].Cannibal Resource.wav,0.1339586079120636,0.8234690427780151,0.042572375386953354,1,1,0,0,1
cache/2016.Cold War Kids.Robbers and Cowards.Hang Me Up To Dry.wav,0.11515241861343384,0.8192307353019714,0.06561684608459473,1,1,0,0,1
cache/2016.Jack Johnson.In Between Dreams.Breakdown.wav,0.0528014674782753,0.8218111991882324,0.12538732588291168,1,1,0,0,1
cache/2015.Angus & Julia Stone.Angus & Julia Stone: The Remixes.From The Stalls (Fever 105 Remix).wav,0.17749042809009552,0.7731512784957886,0.04935827851295471,1,1,0,0,1
cache/2014.Angus & Julia Stone.Angus & Julia Stone (Deluxe Version).Main Street.wav,0.023809969425201416,0.9567610025405884,0.019429020583629608,1,1,0,0,1
cache/2005.Rihanna.Music of the Sun.Pon De Replay.wav,0.05439203232526779,0.8707565665245056,0.07485141605138779,1,1,0,0,1
cache/2012.Tyler Stenson.Some Days I'm a Lion.Devil Came Knocking.wav,0.08740589022636414,0.8803890943527222,0.032204996794462204,1,1,0,0,1
cache/2014.The Who.Who's Next (Deluxe Edition).Too Much of Anything (Live).wav,0.09058162569999695,0.8688969612121582,0.040521398186683655,1,1,0,0,1
cache/2014.Blueneck.Night of the Meek.Silent Night.wav,0.06916322559118271,0.8812977075576782,0.04953906312584877,1,1,0,0,1
cache/2014.James Newton Howard.The Hunger Games - Mockingjay Pt. 1 (Original Motin Picture Score).Incoming Bombers.wav,0.024707265198230743,0.9454091787338257,0.02988354302942753,1,1,0,0,0
cache/2002.Breaking Benjamin.Saturate.Polyamorous.wav,0.1075446829199791,0.8453487753868103,0.0471065416932106,1,1,0,0,1
cache/2014.Lower Than Atlantis.Lower Than Atlantis (Deluxe).Just What You Need.wav,0.08843427896499634,0.8030299544334412,0.1085357666015625,1,1,0,0,1
cache/2006.Snow Patrol.Eyes Open.The Finish Line.wav,0.14977391064167023,0.751358151435852,0.09886792302131653,1,1,0,0,1
cache/2002.Death Cab For Cutie.You Can Play These Songs With Chords.Two Cars.wav,0.07195910066366196,0.8870499730110168,0.04099094495177269,1,1,0,0,1
cache/2010.Linkin Park.A Thousand Suns.When They Come For Me.wav,0.16320163011550903,0.7021462321281433,0.13465210795402527,1,1,0,0,1
cache/2014.Kerretta.Pirohia.The Roar.wav,0.02720554918050766,0.8946795463562012,0.07811488956212997,1,1,0,0,0
cache/2012.Tyler Stenson.Some Days I'm a Lion.That I'll Know You....wav,0.2458680272102356,0.6009252071380615,0.15320678055286407,1,1,0,0,1
cache/2015.Death Cab For Cutie.Kintsugi.No Room In Frame.wav,0.19954723119735718,0.6790541410446167,0.12139860540628433,1,1,0,0,1
cache/2015.Vitamin String Quartet.VSQ Performs the Hits of 2014 Vol. 3.Centuries (String Quartet Tribute to Fall out Boy).wav,0.2559378743171692,0.5807846188545227,0.16327747702598572,1,1,0,0,1
cache/2014.We Were Promised Jetpacks.Unravelling.Moral Compass.wav,0.02335376851260662,0.9588202834129333,0.01782592572271824,1,1,0,0,1
cache/2016.Passion Pit and Imagine Dragons.unknown.It's Time.wav,0.13429218530654907,0.7627622485160828,0.10294558107852936,1,1,0,0,1
cache/2014.CHVRCHES.Under the Tide.Recover [KDA Remix].wav,0.19833888113498688,0.5679223537445068,0.2337387502193451,1,1,0,0,1
